timestamp,rms_g,curtose,fator_crista,alerta
12:30:40,0.12594,17.5437,8.3333,1
12:30:41,0.15709,39.5238,12.1642,1
12:30:43,0.15854,37.5991,12.0522,1
12:30:45,0.12913,18.6602,8.5463,1
12:30:47,0.12850,18.5185,8.6979,1
12:30:49,0.12803,17.1872,9.0104,1
12:30:51,0.12903,17.6499,9.0512,1
12:30:52,0.12876,19.6261,8.6605,1
12:30:54,0.12801,15.4549,8.0241,1
12:30:56,0.12974,19.7599,9.5634,1
12:30:59,0.12740,17.1559,8.9656,1
12:31:00,0.13104,17.2257,9.0144,1
12:31:02,0.12951,15.2488,7.6158,1
12:31:04,0.12860,16.9441,7.9664,1
12:31:06,0.12677,19.6362,8.7441,1
12:31:08,0.12640,17.8709,8.5855,1
12:31:10,0.12840,17.9123,7.9831,1
12:31:11,0.12980,19.1951,8.6541,1
12:31:13,0.12986,19.5940,9.1840,1
12:31:15,0.12857,16.7417,7.6282,1
12:31:17,0.12863,17.7783,9.0789,1
12:31:19,0.13025,15.1980,8.1424,1
12:31:21,0.13053,18.2207,9.2414,1
12:31:23,0.15589,17.5697,8.5444,1
12:31:25,0.15654,15.8691,8.5089,1
12:31:26,0.13390,16.3196,8.4050,1
12:31:28,0.13554,15.8173,8.2606,1
12:31:30,0.13043,15.1801,8.2817,1
12:31:32,0.12847,19.6421,9.0767,1
12:31:34,0.12791,18.7716,8.9817,1
12:31:36,0.12759,16.8829,8.1216,1
12:31:38,0.13102,18.0071,8.5362,1
12:31:40,0.12912,18.6667,8.9375,1
12:31:41,0.12917,16.9112,8.0671,1
12:31:43,0.12984,18.6527,8.7233,1
12:31:46,0.13147,17.4611,8.9220,1
12:31:47,0.13367,17.2027,9.0069,1
12:31:49,0.13739,15.2411,7.9704,1
12:31:51,0.13765,15.9371,7.4313,1
12:31:53,0.13009,15.3883,8.4762,1
12:31:55,0.12904,16.2090,7.6903,1
12:31:56,0.13220,16.9229,8.6628,1
12:31:59,0.14188,14.6462,7.6462,1
12:32:01,0.14129,14.9240,7.5928,1
12:32:03,0.12804,16.6724,7.7149,1
12:32:05,0.12802,18.5963,9.4323,1
12:32:07,0.12958,18.5004,7.9010,1
12:32:09,0.13005,17.6018,8.9655,1
12:32:11,0.12754,18.4469,9.0470,1
12:32:12,0.12429,19.3289,8.4383,1
12:32:14,0.12306,22.7175,8.9196,1
12:32:16,0.11992,22.3049,9.0416,1
12:32:18,0.11988,24.7994,10.2212,1
12:32:19,0.12037,21.9955,9.0893,1
12:32:21,0.12358,20.5558,8.6229,1
12:32:23,0.12608,19.4248,8.0590,1
12:32:25,0.12645,20.1242,8.8553,1
12:32:26,0.12568,20.5800,9.4975,1
12:32:29,0.12558,21.4264,9.1341,1
12:32:30,0.12548,20.2947,8.5325,1
12:32:32,0.12473,20.2065,9.0494,1
12:32:34,0.12258,24.1891,9.1422,1
12:32:35,0.12208,22.2620,9.5581,1
12:32:37,0.12432,18.5187,8.4438,1
12:32:39,0.12576,19.4225,8.3195,1
12:32:41,0.12545,17.8902,8.2806,1
12:32:43,0.12947,16.0190,8.1999,1
12:32:44,0.13002,17.6330,9.1218,1
12:32:46,0.12822,19.1664,8.9248,1
